,seniorcitizen,partner,dependents,tenure,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges
6128,0,Yes,No,14,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.1,1122.4
680,0,Yes,Yes,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.0,80.0
4765,0,No,No,37,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),35.8,1316.9
2033,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.2,20.2
5747,0,Yes,No,32,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),72.8,2333.05
6165,1,No,No,4,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.65,293.85
2034,0,Yes,Yes,41,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),60.3,2511.3
2759,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.65,19.65
1693,0,Yes,No,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.45,8375.05
41,0,Yes,Yes,70,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.2,4872.35
5746,0,No,No,10,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.0,818.05
2342,0,No,No,30,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.4,3211.9
3896,0,Yes,Yes,38,No,No,No,No,No,No,No,One year,No,Mailed check,20.3,749.35
583,0,Yes,Yes,1,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.0,19.0
3152,0,No,No,26,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),95.85,2475.35
6035,1,Yes,No,66,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.85,7491.75
2455,0,No,No,5,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.35,461.7
5544,0,Yes,No,59,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.75,6252.9
5361,0,No,Yes,4,No,No,No,No,No,No,No,One year,Yes,Mailed check,20.4,84.75
803,0,Yes,No,46,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),64.2,3009.5
5636,0,Yes,No,14,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,46.35,667.7
4377,0,Yes,No,22,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.0,1706.45
5885,0,Yes,Yes,23,No,No,No,No,No,No,No,One year,No,Mailed check,24.35,538.5
5557,0,No,No,5,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.2,384.25
5338,0,Yes,No,37,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,45.4,1593.1
1128,0,No,No,27,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.4,529.8
1505,1,No,No,1,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7
3529,1,Yes,No,2,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.2,140.1
5412,1,Yes,No,61,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),85.55,5251.75
2030,0,No,Yes,2,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.95,134.6
3813,0,Yes,Yes,69,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,105.0,7297.75
5368,1,No,No,3,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,235.5
4403,0,Yes,Yes,32,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),62.45,2045.55
4288,0,No,Yes,3,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.85,257.05
2426,0,Yes,No,17,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),35.65,646.05
5603,0,No,No,1,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.6,48.6
579,0,No,No,2,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.65,38.8
2361,0,No,Yes,1,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.95,45.95
6576,0,No,No,2,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.3,41.2
3281,0,Yes,No,49,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,94.8,4690.65
4084,0,No,No,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.05,78.05
4735,0,No,No,44,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),85.25,3704.15
6749,0,Yes,No,70,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),79.4,5528.9
6925,0,Yes,No,15,No,No,No,No,No,No,No,One year,No,Mailed check,18.8,294.95
5402,0,Yes,Yes,9,No,No,No,No,No,No,No,Two year,No,Mailed check,20.35,191.1
5778,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.3,20.3
2379,1,Yes,No,32,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.35,3520.75
19,0,No,No,21,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,1862.9
1553,0,Yes,Yes,39,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),81.5,3107.3
1053,0,No,No,5,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,39.5,210.75
5795,0,No,No,39,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,4040.65
5998,0,Yes,No,48,No,No,No,No,No,No,No,Two year,Yes,Mailed check,20.05,1036.0
3449,0,Yes,Yes,52,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.7,4976.15
2560,0,No,No,46,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.7,4154.8
6234,0,No,No,58,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.3,1474.35
7027,0,No,No,13,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,73.35,931.55
6616,0,No,No,43,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,4528.0
5004,0,Yes,No,64,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.15,6953.4
3423,0,No,Yes,1,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.6,50.6
1539,0,Yes,Yes,4,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,50.3,217.1
806,0,No,No,18,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2,1058.1
6017,0,No,No,5,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,56.15,291.45
2773,0,Yes,No,24,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,29.1,688.0
5107,0,Yes,No,47,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.6,2723.4
2624,0,Yes,Yes,17,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,66.7,1077.05
1453,0,No,No,31,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,2979.2
5934,1,Yes,No,26,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.85,2381.55
4351,0,No,No,7,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.35,150.6
2157,0,Yes,No,51,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.8,5498.8
1016,0,Yes,No,71,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,80.1,5585.4
5662,0,No,No,1,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,70.25
972,0,No,No,58,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),70.1,4048.95
1736,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.5,19.5
5171,0,Yes,No,12,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.9,505.95
4899,0,No,Yes,4,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),84.05,333.55
533,1,Yes,Yes,68,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),107.15,7379.8
839,0,No,No,44,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.4,905.55
241,0,No,No,72,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.2,7878.3
4370,0,Yes,No,21,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,80.9,1714.95
3007,1,No,No,32,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,2276.95
2100,0,Yes,No,69,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),99.5,6841.45
3898,0,No,No,48,No,No,No,No,No,No,No,One year,No,Credit card (automatic),25.05,1171.5
6785,0,No,No,61,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.6,6876.05
3404,0,No,Yes,35,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),55.6,2016.45
1018,0,No,No,4,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.05,162.45
3550,0,No,No,32,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,3183.4
5433,0,No,No,55,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,100.9,5552.05
5305,0,Yes,No,43,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,78.8,3460.3
4048,0,Yes,Yes,58,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,59.75,3624.35
2788,0,No,Yes,71,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),85.45,6028.95
6815,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.85,5102.35
2048,1,No,No,21,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.8,2030.3
2183,0,No,No,2,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),50.2,109.25
6109,0,No,No,2,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.15,101.65
1785,0,Yes,Yes,68,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.2,6392.85
5848,0,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),103.95,7517.7
6211,0,Yes,Yes,5,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.75,470.95
2528,0,No,No,8,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.1,679.3
5099,0,No,Yes,11,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.1,221.35
1589,1,No,No,7,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.95,493.65
2275,0,Yes,Yes,1,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,74.5
9,0,No,Yes,62,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),56.15,3487.95
374,0,No,No,37,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.1,3646.8
2447,0,No,No,7,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,490.55
4404,0,No,No,24,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.55,2187.15
2085,1,Yes,No,32,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.2,2931.0
906,0,No,No,4,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.4,234.85
6206,0,Yes,No,52,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.65,5088.4
6278,0,Yes,No,70,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.3,7188.5
2626,0,Yes,No,60,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,50.05,2911.5
1122,0,No,No,19,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),44.85,893.55
4981,0,No,No,14,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,712.75
3291,0,Yes,Yes,24,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,55.15,1319.85
5909,0,No,No,52,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,80.2,4297.6
5405,0,No,Yes,34,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,103.8,3470.8
6980,1,No,No,16,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,39.0,679.85
2239,0,Yes,Yes,67,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),35.7,2545.7
2589,1,No,No,3,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,231.8
649,1,No,No,24,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.0,1732.6
2832,0,Yes,No,40,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.75,2921.75
2244,0,No,No,34,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,64.4,2088.75
1867,0,No,No,3,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,83.75,247.25
4189,0,Yes,Yes,69,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),73.7,4885.85
1044,0,No,No,8,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.25,447.75
512,1,Yes,No,5,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,334.8
6959,0,No,No,38,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,89.1,3342.0
4835,0,Yes,No,65,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,6812.95
39,0,No,No,11,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.85,1105.4
5237,0,No,No,26,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,1406.9
5931,1,Yes,No,13,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.0,1237.85
4369,0,No,No,3,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,66.95
3202,0,No,No,1,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.25,55.25
5863,0,No,No,21,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.35,2119.5
2737,0,No,No,64,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.65,6889.8
118,0,No,No,41,No,No,No,No,No,No,No,Two year,No,Mailed check,20.65,835.15
1535,1,Yes,No,7,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,64.2,475.0
6149,0,No,No,1,DSL,No,No,No,No,No,No,One year,No,Mailed check,25.85,25.85
6469,0,No,No,35,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),21.45,705.45
5355,0,No,No,48,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.4,4445.3
5898,0,Yes,Yes,33,No,No,No,No,No,No,No,One year,No,Credit card (automatic),24.15,800.3
3741,0,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),104.9,7732.65
1997,0,Yes,Yes,67,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6717.9
6372,0,Yes,Yes,4,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.5,96.85
175,0,Yes,No,34,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.7,780.2
7021,0,No,No,12,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,59.8,727.8
1641,0,Yes,No,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.1,6230.1
2838,0,No,No,41,No,No,No,No,No,No,No,Two year,No,Mailed check,20.0,810.3
4515,0,No,No,15,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.2,1130.0
2405,0,Yes,Yes,8,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,777.3
3742,0,No,No,41,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.5,4282.4
1161,0,No,Yes,1,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.35,31.35
5429,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),79.5,5661.7
2179,0,No,No,5,No,No,No,No,No,No,No,One year,No,Electronic check,19.55,99.6
4088,0,No,No,7,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,73.6,520.0
3513,0,Yes,Yes,11,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.95,267.35
5983,0,No,No,22,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.35,1098.85
6542,0,No,No,15,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,76.0,1130.85
1170,0,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.0,8093.15
1297,0,No,No,5,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.6,402.5
3264,0,No,Yes,10,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.1,964.35
3644,0,No,Yes,39,No,No,No,No,No,No,No,Two year,No,Mailed check,25.0,1004.35
4010,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.4,20.4
6117,0,No,No,69,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.3,1447.9
4983,1,Yes,No,40,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,1637.4
811,0,No,No,70,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.0,7250.15
596,0,No,No,16,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,54.85,916.15
1849,0,No,No,10,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.55,402.6
968,0,No,No,71,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5550.1
1174,0,No,No,14,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,54.25,773.2
6044,0,No,Yes,12,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.6,893.0
5626,0,No,No,11,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),64.05,733.95
5527,1,Yes,No,72,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),105.0,7578.05
3415,0,Yes,Yes,68,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,83.0,5685.8
954,0,No,No,22,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,2162.6
5270,0,No,Yes,40,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.25,2139.2
4874,0,No,No,38,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.9,3233.6
6214,0,No,No,44,No,No,No,No,No,No,No,Two year,No,Mailed check,20.05,845.25
5781,0,No,No,27,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.2,2383.6
2168,1,Yes,No,7,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,527.9
275,0,Yes,No,5,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.4,401.1
1698,0,Yes,Yes,71,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,84.8,6152.4
3755,0,No,No,4,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,318.9
3283,0,Yes,Yes,69,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20.35,1442.65
5395,0,No,No,5,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),81.0,389.6
1328,0,Yes,No,23,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,1221.55
2508,0,No,No,64,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.5,7069.25
5413,0,No,No,15,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.0,1505.45
7039,0,Yes,Yes,72,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),103.2,7362.9
4438,0,Yes,Yes,51,No,No,No,No,No,No,No,Two year,Yes,Mailed check,24.95,1222.25
6862,1,No,No,4,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.85,372.45
986,0,No,No,12,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),43.8,540.95
126,1,No,No,27,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5
269,0,Yes,No,71,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24.25,1732.95
5162,0,No,Yes,8,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.45,159.2
3566,0,No,Yes,53,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,84.6,4449.75
238,1,No,No,11,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,1120.3
5503,0,Yes,Yes,35,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.05,746.75
6702,0,Yes,Yes,18,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.6,1601.5
3987,0,No,No,11,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,837.95
591,0,Yes,Yes,46,No,No,No,No,No,No,No,One year,No,Electronic check,24.9,1174.8
3863,0,Yes,No,17,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.55,1742.5
4582,0,Yes,Yes,70,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.15,6237.05
4395,0,Yes,Yes,69,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,7446.9
6218,0,Yes,Yes,70,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),58.4,4113.15
1257,1,No,No,45,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,34.2,1596.6
1270,0,Yes,Yes,63,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),24.65,1574.5
3419,0,Yes,Yes,69,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,92.15,6480.9
6437,0,Yes,Yes,19,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.9,467.7
6794,0,No,No,43,No,No,No,No,No,No,No,Two year,No,Mailed check,19.55,876.15
3983,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.25,24.25
6759,1,Yes,No,51,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),93.65,4839.15
3846,0,Yes,Yes,8,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.45,411.75
885,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.05,20.05
4658,0,No,No,8,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.45,369.3
5144,1,Yes,No,3,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.75,82.85
2255,0,No,Yes,1,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.2,51.2
691,0,Yes,Yes,31,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.25,2344.5
3185,1,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,25.05
4129,0,Yes,Yes,34,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.05,2909.95
2763,0,Yes,Yes,64,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.05,5135.35
2063,0,Yes,Yes,51,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),76.4,3966.3
5585,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.3,19.3
388,0,No,No,44,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.4,4063.0
6611,0,Yes,Yes,29,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),69.05,1958.45
2783,0,Yes,No,43,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.1,4107.3
2520,0,Yes,Yes,34,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.75,2839.45
2141,0,Yes,Yes,16,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,20.15,341.35
4701,1,No,No,21,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.35,2271.85
3854,0,Yes,No,50,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.65,5405.8
756,0,No,No,66,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.7,1253.8
6172,0,Yes,No,10,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,659.65
3024,0,No,Yes,9,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.4,184.1
1772,0,No,No,2,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.0,143.65
6431,0,No,No,17,No,No,No,No,No,No,No,Two year,No,Mailed check,19.15,343.45
5767,0,Yes,No,65,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),59.8,3808.2
2050,0,Yes,No,71,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),47.6,3377.8
5845,0,No,No,3,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.8,246.3
1737,0,Yes,No,7,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.25,313.45
